STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,1/26/2020,52,",,W",45,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,1/27/2020,49,",,W",42,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,1/28/2020,49,",,W",43,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,1/29/2020,48,",,W",41,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,1/30/2020,49,",,W",39,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,1/31/2020,56,",,W",49,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,2/1/2020,52,",,W",33,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,2/2/2020,43,",,W",32,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,2/3/2020,39,",,W",31,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,2/4/2020,39,",,W",29,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,2/5/2020,47,",,W",39,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,2/6/2020,46,",,W",40,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,2/7/2020,52,",,W",40,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,2/8/2020,46,",,W",39,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,2/9/2020,44,",,W",31,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,2/10/2020,47,",,W",36,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,2/11/2020,45,",,W",36,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,2/12/2020,47,",,W",41,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,2/13/2020,43,",,W",39,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,2/14/2020,47,",,W",38,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,2/15/2020,47,",,W",40,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,2/16/2020,45,",,W",37,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,2/17/2020,45,",,W",35,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,2/18/2020,45,",,W",31,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,2/19/2020,53,",,W",31,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,2/20/2020,55,",,W",34,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,2/21/2020,53,",,W",35,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,2/22/2020,47,",,W",41,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,2/23/2020,49,",,W",38,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,2/24/2020,46,",,W",38,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,2/25/2020,48,",,W",36,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,2/26/2020,50,",,W",42,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,2/27/2020,53,",,W",42,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,2/28/2020,49,",,W",34,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,2/29/2020,48,",,W",39,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,3/1/2020,44,",,W",35,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,3/2/2020,46,",,W",38,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,3/3/2020,50,",,W",43,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,3/4/2020,51,",,W",40,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,3/5/2020,53,",,W",40,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,3/6/2020,43,",,W",37,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,3/7/2020,44,",,W",34,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,3/8/2020,44,",,W",36,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,3/9/2020,47,",,W",32,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,3/10/2020,48,",,W",36,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,3/11/2020,50,",,W",40,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,3/12/2020,48,",,W",37,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,3/13/2020,40,",,W",34,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,3/14/2020,41,",,W",31,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,3/15/2020,45,",,W",30,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,3/16/2020,51,",,W",34,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,3/17/2020,51,",,W",31,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,3/18/2020,54,",,W",32,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,3/19/2020,58,",,W",35,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,3/20/2020,57,",,W",39,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,3/21/2020,54,",,W",40,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,3/22/2020,56,",,W",38,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,3/23/2020,51,",,W",41,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,3/24/2020,48,",,W",39,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,3/25/2020,50,",,W",38,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,3/26/2020,47,",,W",38,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,3/27/2020,48,",,W",42,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,3/28/2020,54,",,W",46,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,3/29/2020,55,",,W",45,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,3/30/2020,48,",,W",40,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,3/31/2020,48,",,W",36,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,4/1/2020,47,",,W",36,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,4/2/2020,46,",,W",37,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,4/3/2020,44,",,W",37,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,4/4/2020,51,",,W",35,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,4/5/2020,53,",,W",41,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,4/6/2020,57,",,W",38,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,4/7/2020,54,",,W",41,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,4/8/2020,57,",,W",38,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,4/9/2020,63,",,W",41,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,4/10/2020,62,",,W",44,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,4/11/2020,59,",,W",44,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,4/12/2020,57,",,W",37,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,4/13/2020,61,",,W",38,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,4/14/2020,62,",,W",43,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,4/15/2020,61,",,W",47,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,4/16/2020,66,",,W",46,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,4/17/2020,64,",,W",45,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,4/18/2020,57,",,W",47,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,4/19/2020,58,",,W",44,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,4/20/2020,62,",,W",46,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,4/21/2020,54,",,W",47,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,4/22/2020,52,",,W",48,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,4/23/2020,56,",,W",47,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,4/24/2020,60,",,W",46,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,4/25/2020,62,",,W",48,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,4/26/2020,59,",,W",46,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,4/27/2020,59,",,W",48,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,4/28/2020,57,",,W",44,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,4/29/2020,70,",,W",48,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,4/30/2020,59,",,W",48,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,5/1/2020,63,",,W",44,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,5/2/2020,57,",,W",47,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,5/3/2020,56,",,W",44,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,5/4/2020,64,",,W",42,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,5/5/2020,69,",,W",49,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,5/6/2020,58,",,W",46,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,5/7/2020,63,",,W",44,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,5/8/2020,74,",,W",45,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,5/9/2020,79,",,W",61,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,5/10/2020,79,",,W",60,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,5/11/2020,74,",,W",51,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,5/12/2020,66,",,W",50,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,5/13/2020,64,",,W",50,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,5/14/2020,62,",,W",50,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,5/15/2020,66,",,W",51,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,5/16/2020,64,",,W",53,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,5/17/2020,64,",,W",50,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,5/18/2020,66,",,W",48,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,5/19/2020,64,",,W",52,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,5/20/2020,55,",,W",48,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,5/21/2020,56,",,W",46,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,5/22/2020,59,",,W",47,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,5/23/2020,62,",,W",48,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,5/24/2020,66,",,W",48,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,5/25/2020,58,",,W",50,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,5/26/2020,64,",,W",49,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,5/27/2020,69,",,W",47,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,5/28/2020,75,",,W",55,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,5/29/2020,64,",,W",53,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,5/30/2020,53,",,W",49,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,5/31/2020,56,",,W",49,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,6/1/2020,63,",,W",49,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,6/2/2020,59,",,W",48,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,6/3/2020,62,",,W",49,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,6/4/2020,65,",,W",50,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,6/5/2020,64,",,W",48,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,6/6/2020,60,",,W",50,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,6/7/2020,62,",,W",49,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,6/8/2020,61,",,W",50,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,6/9/2020,63,",,W",50,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,6/10/2020,71,",,W",56,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,6/11/2020,68,",,W",55,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,6/12/2020,57,",,W",50,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,6/13/2020,59,",,W",49,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,6/14/2020,61,",,W",49,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,6/15/2020,63,",,W",51,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,6/16/2020,62,",,W",50,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,6/17/2020,68,",,W",49,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,6/18/2020,71,",,W",50,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,6/19/2020,75,",,W",54,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,6/20/2020,73,",,W",57,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,6/21/2020,61,",,W",52,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,6/22/2020,71,",,W",49,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,6/23/2020,77,",,W",55,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,6/24/2020,70,",,W",55,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,6/25/2020,75,",,W",54,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,6/26/2020,74,",,W",54,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,6/27/2020,58,",,W",52,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,6/28/2020,68,",,W",51,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,6/29/2020,72,",,W",53,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,6/30/2020,61,",,W",54,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,7/1/2020,61,",,W",52,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,7/2/2020,63,",,W",52,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,7/3/2020,63,",,W",51,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,7/4/2020,68,",,W",53,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,7/5/2020,70,",,W",51,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,7/6/2020,70,",,W",54,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,7/7/2020,62,",,W",52,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,7/8/2020,70,",,W",54,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,7/9/2020,66,",,W",54,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,7/10/2020,71,",,W",53,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,7/11/2020,66,",,W",51,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,7/12/2020,65,",,W",53,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,7/13/2020,71,",,W",51,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,7/14/2020,75,",,W",53,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,7/15/2020,75,",,W",54,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,7/16/2020,72,",,W",57,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,7/17/2020,67,",,W",54,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,7/18/2020,74,",,W",54,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,7/19/2020,77,",,W",55,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,7/20/2020,80,",,W",59,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,7/21/2020,76,",,W",59,",,W"
